appraisal_id,organization_name,property_type,loan_type,created_at,qc_versions,revision_exists,lender_revision_exists,minutes_cycle_time,minutes_in_review_v1,minutes_in_queue,rules_run
APR-004369,Forest Appraisal Inc,Townhouse,Refinance,2025-07-28 11:04:14,1,0,True,185,11.0,174,62
APR-004370,Delta Appraisal,Condo,Purchase,2025-10-05 11:04:14,1,1,False,51,43.0,8,150
APR-004371,Ocean Appraisal,Manufactured,Refinance,2025-08-21 11:04:14,2,1,True,294,5.0,10,76
APR-004372,Forest Appraisals,Single Family,Refinance,2025-10-14 11:04:14,1,0,True,140,9.0,131,69
APR-004373,Horizon Appraisal,Multi-Family,Refinance,2025-08-13 11:04:14,1,0,False,222,10.0,212,73
APR-004374,River Appraisal,Manufactured,Purchase,2025-09-19 11:04:14,1,1,False,18,13.0,5,155
APR-004375,Forest Appraisal,Single Family,HELOC,2025-08-21 11:04:14,1,1,False,160,36.0,124,122
APR-004376,Horizon Appraisal,Multi-Family,Refinance,2025-08-31 11:04:14,2,1,False,606,7.0,119,85
APR-004377,Delta Review,Single Family,Refinance,2025-07-20 11:04:14,1,0,True,22,10.0,12,68
APR-004378,Delta Appraisal,Condo,PURCHASE,2025-08-21 11:04:14,1,1,False,52,42.0,10,161
APR-004379,Forest Appraisal,Single Family,Refinance,2025-08-15 11:04:14,2,1,False,504,,135,50
APR-004380,Forest Appraisal,Condo,Purchase,2025-08-12 11:04:14,2,1,True,774,12.0,135,156
APR-004381,Forest Appraisal,Multi-Family,Purchase,2025-07-24 11:04:14,1,1,True,176,35.0,141,154
APR-004382,Forest Appraisal,Single Family,Refinance,2025-07-21 11:04:14,1,0,False,215,11.0,204,66
APR-004383,Forest Appraisal,Multi-Family,Purchase,2025-08-24 11:04:14,1,1,True,248,28.0,220,122
APR-004384,Forest Appraisals,Multi-Family,Refinance,2025-08-06 11:04:14,1,0,False,165,10.0,155,65
APR-004385,Horizon Appraisal,Single Family,Purchase,2025-09-02 11:04:14,1,0,True,134,13.0,121,128
APR-004386,Delta Appraisal,Single Family,Purchase,2025-09-08 11:04:14,1,1,False,50,39.0,11,158
APR-004387,Ocean Appraisal LLC,Single Family,Refinance,2025-08-13 11:04:14,2,1,True,732,10.0,8,56
APR-004388,Forest Appraisal,Condo,Purchase,2025-09-10 11:04:14,1,1,True,239,30.0,209,122
APR-004389,Forest Appraisal Co.,Manufactured,Purchase,2025-09-21 11:04:14,1,0,True,234,20.0,214,150
APR-004390,Delta Review,Manufactured,HELOC,2025-09-30 11:04:14,1,1,False,51,37.0,14,121
APR-004391,River Appraisal,Manufactured,Refinance,2025-08-06 11:04:14,1,0,True,11,6.0,5,65
APR-004392,Delta Appraisal,Multi-Family,Refinance,2025-08-13 11:04:14,1,0,False,34,20.0,14,73
APR-004393,Horizon Appraisal Inc,Townhouse,Purchase,2025-09-11 11:04:14,1,1,False,229,22.0,207,148
APR-004394,River Appraisal,Single Family,Purchase,2025-08-13 11:04:14,1,1,True,25,19.0,6,137
APR-004395,Forest Appraisal,Manufactured,Purchase,2025-09-03 11:04:14,2,1,True,816,27.0,140,132
APR-004396,Horizon Appraisal,Single Family,HELOC,2025-09-29 11:04:14,1,0,True,137,10.0,127,101
APR-004397,Forest Appraisal,Manufactured,Heloc,2025-08-15 11:04:14,1,0,True,139,,126,72
APR-004398,Ocean Appraisal,Manufactured,Refinance,2025-09-05 11:04:14,1,0,True,14,5.0,9,59
APR-004399,Forest Appraisal,Manufactured,Purchase,2025-08-09 11:04:14,1,0,False,250,19.0,231,137
APR-004400,Forest Appraisal Co.,Single Family,Refinance,2025-08-16 11:04:14,2,1,False,1122,9.0,166,59
APR-004401,Delta Appraisal,Single Family,Refinance,2025-09-24 11:04:14,1,0,True,22,13.0,9,54
APR-004402,Forest Appraisals,Townhouse,Purchase,2025-07-27 11:04:14,4,1,True,444,26.0,226,112
APR-004403,Delta Appraisal,Townhouse,Purchase,2025-08-19 11:04:14,2,1,False,1056,37.0,10,162
APR-004404,River Appraisal,Single Family,Purchase,2025-08-08 11:04:14,2,1,False,491,11.0,4,132
APR-004405,Horizon Appraisal,Condo,Refinance,2025-08-12 11:04:14,1,0,False,216,8.0,208,65
APR-004406,Forest Appraisal,Manufactured,Refinance,2025-07-28 11:04:14,1,0,False,234,12.0,222,86
APR-004407,Forest Appraisal,Multi-Family,Refinance,2025-07-26 11:04:14,3,1,False,552,13.0,128,72
APR-004408,Delta Appraisal,Multi-Family,Purchase,2025-08-27 11:04:14,1,1,False,57,46.0,11,168
APR-004409,Forest Appraisal,Single Family,Refinance,2025-08-29 11:04:14,1,1,False,257,25.0,232,75
APR-004410,Ocean Appraisal,Single Family,Refinance,2025-07-20 11:04:14,2,1,True,324,10.0,11,74
APR-004411,Ocean Appraisal,Manufactured,Purchase,2025-08-07 11:04:14,1,1,True,25,18.0,7,115
APR-004412,Ocean Appraisal,Multi-Family,Purchase,2025-08-10 11:04:14,3,1,True,858,35.0,9,149
APR-004413,Ocean Appraisal,Townhouse,Refinance,2025-09-23 11:04:14,1,1,False,15,8.0,7,70
APR-004414,Ocean Appraisal,Single Family,Refinance,2025-10-02 11:04:14,2,1,False,936,8.0,11,61
APR-004415,Forest Appraisal Co.,Multi-Family,HELOC,2025-08-26 11:04:14,1,0,False,202,13.0,189,100
APR-004416,Ocean Appraisal,Townhouse,Refinance,2025-09-19 11:04:14,1,0,True,20,12.0,8,68
APR-004417,River Appraisal,Manufactured,Purchase,2025-07-27 11:04:14,1,1,False,25,21.0,4,134
APR-004418,Forest Appraisal,Manufactured,Refinance,2025-09-28 11:04:14,1,1,False,207,24.0,183,69
APR-004419,Horizon Appraisal,Single Family,Purchase,2025-09-21 11:04:14,1,1,False,236,27.0,209,139
APR-004420,Forest Appraisal Inc,Manufactured,Purchase,2025-08-22 11:04:14,1,1,True,158,25.0,133,130
APR-004421,Delta Appraisal LLC,Multi-Family,refinance,2025-08-26 11:04:14,3,1,False,672,12.0,10,79
APR-004422,Horizon Appraisal,Multi-Family,Purchase,2025-09-10 11:04:14,1,1,True,202,23.0,179,138
APR-004423,Ocean Appraisal LLC,Single Family,Purchase,2025-07-23 11:04:14,1,1,False,29,22.0,7,137
APR-004424,River Appraisal,Townhouse,Refinance,2025-09-03 11:04:14,1,0,True,14,8.0,6,57
APR-004425,River Appraisal,Townhouse,Purchase,2025-09-21 11:04:14,3,1,False,900,10.0,7,107
APR-004426,Delta Appraisal,Manufactured,Purchase,2025-09-03 11:04:14,1,1,False,47,34.0,13,150
APR-004427,Ocean Appraisal,Townhouse,Purchase,2025-08-05 11:04:14,2,1,False,1362,11.0,10,121
APR-004428,Delta Appraisal,Townhouse,Purchase,2025-08-27 11:04:14,1,1,True,66,53.0,13,166
APR-004429,Ocean Appraisal,Manufactured,REFINANCE,2025-08-07 11:04:14,1,0,True,18,11.0,7,66
APR-004430,Horizon Appraisals,Single Family,Refinance,2025-09-25 11:04:14,1,0,False,151,10.0,141,78
APR-004431,Horizon Appraisal,Condo,Purchase,2025-08-12 11:04:14,1,1,True,220,31.0,189,131
APR-004432,Horizon Appraisal,Manufactured,Refinance,2025-10-03 11:04:14,1,0,False,166,6.0,160,69
APR-004433,Horizon Appraisal,Manufactured,Refinance,2025-07-19 11:04:14,3,1,False,786,18.0,129,75
APR-004434,Delta Appraisal,Single Family,Purchase,2025-07-25 11:04:14,2,1,False,912,31.0,15,144
APR-004435,River Appraisal,Multi-Family,Refinance,2025-08-01 11:04:14,1,0,True,15,9.0,6,72
APR-004436,River Appraisal,Manufactured,Refinance,2025-08-01 11:04:14,2,1,False,1056,5.0,4,65
APR-004437,Delta Appraisal,Townhouse,Refinance,2025-08-19 11:04:14,1,0,True,26,17.0,9,85
APR-004438,Forest Appraisal,Multi-Family,Purchase,2025-09-15 11:04:14,1,1,False,249,25.0,224,118
APR-004439,Forest Appraisal,Condo,Purchase,2025-09-03 11:04:14,1,0,False,218,25.0,193,167
APR-004440,Delta Appraisal,Townhouse,Refinance,2025-09-06 11:04:14,1,0,True,24,15.0,9,77
APR-004441,Forest Appraisal Co.,Condo,Purchase,2025-07-25 11:04:14,1,1,True,232,31.0,201,124
APR-004442,Horizon Appraisal,Condo,Refinance,2025-08-23 11:04:14,1,0,False,208,10.0,198,86
APR-004443,Delta Appraisal,Townhouse,Refinance,2025-10-10 11:04:14,1,0,False,31,17.0,14,90
APR-004444,Horizon Appraisal,Condo,Purchase,2025-07-19 11:04:14,2,1,False,1212,13.0,145,113
APR-004445,Horizon Appraisals,Townhouse,Refinance,2025-08-02 11:04:14,1,0,True,124,7.0,117,71
APR-004446,Delta Appraisal,Townhouse,purchase,2025-07-30 11:04:14,2,1,False,1608,25.0,12,132
APR-004447,River Appraisal,Multi-Family,Purchase,2025-07-22 11:04:14,1,1,False,37,33.0,4,164
APR-004448,River Appraisals LLC,Multi-Family,HELOC,2025-10-05 11:04:14,1,0,False,12,6.0,6,95
APR-004449,Forest Appraisal,Townhouse,Purchase,2025-09-02 11:04:14,3,1,False,1668,28.0,232,145
APR-004450,Ocean Appraisal LLC,Townhouse,Purchase,2025-08-15 11:04:14,3,1,False,432,30.0,10,134
APR-004451,River-Appraisal,Townhouse,Purchase ,2025-08-09 11:04:14,3,1,True,612,24.0,7,137
APR-004452,Forest Appraisal,Single Family,HELOC,2025-07-19 11:04:14,1,1,False,166,24.0,142,95
APR-004453,Horizon Appraisal,Townhouse,Purchase,2025-09-07 11:04:14,1,0,True,199,12.0,187,120
APR-004454,River Appraisal,Manufactured,Purchase,2025-09-22 11:04:14,1,1,False,25,20.0,5,150
APR-004455,Ocean Appraisal,Townhouse,Refinance,2025-07-30 11:04:14,1,0,False,23,12.0,11,83
APR-004456,Forest Appraisal,Manufactured,Purchase,2025-09-19 11:04:14,1,0,False,183,21.0,162,136
APR-004457,Forest Appraisal,Townhouse,Refinance,2025-08-21 11:04:14,3,1,True,1104,24.0,209,56
APR-004458,Forest Appraisal,Single Family,Purchase,2025-10-14 11:04:14,1,1,True,157,24.0,133,99
APR-004459,River Appraisal,Single Family,Purchase,2025-10-12 11:04:14,1,0,False,18,13.0,5,157
APR-004460,River Appraisal,Condo,Purchase,2025-08-13 11:04:14,1,1,False,19,15.0,4,140
APR-004461,River Appraisal,Townhouse,Purchase,2025-09-22 11:04:14,1,1,False,26,19.0,7,159
APR-004462,Delta Appraisal,Multi-Family,Purchase,2025-08-01 11:04:14,2,1,False,1608,26.0,12,167
APR-004463,Forest Appraisal,Single Family,Refinance,2025-07-30 11:04:14,3,1,False,666,19.0,223,72
APR-004464,Ocean Appraisal,Manufactured,Refinance,2025-09-13 11:04:14,1,0,True,14,8.0,6,76
APR-004465,Horizon Appraisal,Manufactured,Refinance,2025-08-01 11:04:14,1,1,False,157,17.0,140,85
APR-004466,Ocean Appraisal,Condo,Refinance,2025-08-11 11:04:14,1,0,False,16,9.0,7,62
APR-004467,Delta Appraisal,Condo,Purchase,2025-10-11 11:04:14,1,1,False,70,59.0,11,186
APR-004468,Horizon Appraisal,Townhouse,Purchase,2025-09-06 11:04:14,2,1,True,504,19.0,111,118
APR-004469,Forest Appraisal,Single Family,Purchase,2025-09-07 11:04:14,1,1,True,214,30.0,184,113
APR-004470,Ocean Appraisal,Manufactured,HELOC,2025-10-03 11:04:14,2,1,False,630,27.0,7,136
APR-004471,Horizon Appraisal,Multi-Family,Refinance,2025-08-27 11:04:14,3,1,True,810,9.0,174,60
APR-004472,Ocean Appraisal Inc.,Multi-Family,Refinance,2025-09-19 11:04:14,1,1,False,38,28.0,10,71
APR-004473,Delta Appraisal,Single Family,Refinance,2025-09-22 11:04:14,2,1,True,1038,9.0,14,82
APR-004474,Ocean Appraisal,Single Family,HELOC,2025-08-12 11:04:14,5,1,False,846,22.0,10,109
APR-004475,Ocean Appraisal,Multi-Family,Refinance,2025-08-28 11:04:14,1,0,False,14,5.0,9,63
APR-004476,Ocean Appraisal,Manufactured,Refinance,2025-10-01 11:04:14,1,0,True,14,5.0,9,73
APR-004477,Ocean Appraisal,Townhouse,Purchase,2025-09-03 11:04:14,1,1,False,43,34.0,9,124
APR-004478,Horizon Appraisal,Townhouse,Refinance,2025-09-18 11:04:14,1,0,False,215,5.0,210,72
APR-004479,River Appraisal,Single Family,Refinance,2025-10-01 11:04:14,1,0,False,12,5.0,7,51
APR-004480,Horizon Appraisal,Condo,HELOC,2025-10-04 11:04:14,1,0,True,217,10.0,207,86
APR-004481,Horizon Appraisal,Condo,Purchase,2025-08-30 11:04:14,1,0,True,147,10.0,137,106
APR-004482,Ocean Appraisal,Single Family,Purchase,2025-10-02 11:04:14,1,1,False,50,41.0,9,128
APR-004483,"Ocean Appraisal, Inc.",Manufactured,Refinance,2025-10-06 11:04:14,1,0,False,29,19.0,10,80
APR-004484,River Appraisal,Condo,Purchase ,2025-08-23 11:04:14,1,1,False,26,22.0,4,147
APR-004485,Forest Appraisal,Townhouse,Purchase,2025-09-16 11:04:14,1,1,True,266,32.0,234,143
APR-004486,Ocean Appraisal,Condo,Refinance,2025-09-07 11:04:14,1,0,True,19,9.0,10,52
APR-004487,Forest Appraisal,Condo,refinance,2025-08-06 11:04:14,1,0,False,185,10.0,175,58
APR-004488,Delta Appraisal,Single Family,Refinance,2025-08-04 11:04:14,1,0,False,17,8.0,9,60
APR-004489,Forest Appraisal,Townhouse,Purchase,2025-08-28 11:04:14,1,1,False,193,27.0,166,115
APR-004490,Horizon Appraisal,Single Family,Purchase,2025-08-18 11:04:14,1,0,False,196,13.0,183,133
APR-004491,River Appraisal,Multi-Family,Purchase,2025-09-23 11:04:14,2,1,False,522,12.0,5,145
APR-004492,Ocean Appraisal,Single Family,Refinance,2025-10-05 11:04:14,2,1,True,732,10.0,8,69
APR-004493,River Appraisal,Multi-Family,Purchase,2025-09-05 11:04:14,1,1,False,22,18.0,4,153
APR-004494,Horizon Appraisal,Manufactured,HELOC,2025-07-22 11:04:14,1,1,False,239,24.0,215,91
APR-004495,Ocean Appraisal,Multi-Family,Purchase,2025-08-02 11:04:14,2,1,False,606,26.0,9,152
APR-004496,Ocean Appraisal,Single Family,HELOC,2025-08-10 11:04:14,1,0,True,20,13.0,7,114
APR-004497,Delta Appraisal,Multi-Family,Refinance,2025-09-01 11:04:14,1,0,False,27,17.0,10,0
APR-004498,Horizon Appraisal,Single Family,Refinance,2025-07-28 11:04:14,2,1,False,630,9.0,185,81
APR-004499,Horizon Appraisal,Single Family,Purchase,2025-09-13 11:04:14,2,1,False,834,14.0,148,120
APR-004500,River Appraisal,Single Family,HELOC,2025-08-13 11:04:14,1,1,False,23,16.0,7,115
APR-004501,Forest Appraisal,Townhouse,Refinance,2025-08-18 11:04:14,3,1,True,588,14.0,165,80
APR-004502,River Appraisal,Manufactured,Purchase,2025-09-10 11:04:14,2,1,False,1248,15.0,4,132
APR-004503,Delta Appraisal,Single Family,Purchase,2025-09-28 11:04:14,1,1,False,51,41.0,10,166
APR-004504,Horizon Appraisal,Multi-Family,Refinance,2025-09-17 11:04:14,2,1,False,534,16.0,199,79
APR-004505,Delta Appraisal,Manufactured,Refinance,2025-08-04 11:04:14,1,0,True,28,16.0,12,78
APR-004506,Forest Appraisal,Townhouse,HELOC,2025-08-19 11:04:14,1,0,True,158,18.0,140,88
APR-004507,Ocean Appraisal,Manufactured,Purchase,2025-08-24 11:04:14,2,1,False,864,26.0,6,129
APR-004508,Ocean Appraisal,Condo,Refinance,2025-09-12 11:04:14,1,0,True,17,6.0,11,77
APR-004509,River Appraisal,Manufactured,Purchase,2025-09-16 11:04:14,2,1,False,1110,15.0,6,129
APR-004510,Delta Appraisal,Condo,Purchase,2025-07-22 11:04:14,2,1,False,630,38.0,12,157
APR-004511,Forest Appraisal,Single Family,Refinance,2025-10-03 11:04:14,3,1,True,468,22.0,135,76
APR-004512,Ocean Appraisal,Multi-Family,Purchase,2025-09-02 11:04:14,1,1,True,41,32.0,9,129
APR-004513,Ocean Appraisal,Manufactured,REFINANCE,2025-07-23 11:04:14,2,1,False,1128,15.0,11,83
APR-004514,River Appraisal,Single Family,HELOC,2025-09-29 11:04:14,1,0,False,12,6.0,6,113
APR-004515,River Appraisal,Single Family,Purchase,2025-08-09 11:04:14,1,1,False,27,23.0,4,138
APR-004516,Horizon Appraisal,Condo,HELOC,2025-09-29 11:04:14,1,1,False,223,18.0,205,94
APR-004517,Horizon Appraisal,Manufactured,Refinance,2025-09-28 11:04:14,2,1,True,906,8.0,195,70
APR-004518,Horizon Appraisal,Multi-Family,Refinance,2025-09-28 11:04:14,2,1,False,390,7.0,114,62
APR-004519,River Appraisal,Manufactured,Refinance,2025-10-07 11:04:14,1,0,False,13,7.0,6,82
APR-004520,Delta Appraisal,Multi-Family,Refinance,2025-10-11 11:04:14,2,1,False,1392,16.0,15,77
APR-004521,Ocean Appraisal,Condo,Refinance,2025-08-23 11:04:14,1,0,True,17,9.0,8,64
APR-004522,Delta Appraisal,Multi-Family,Refinance,2025-09-29 11:04:14,1,0,False,26,16.0,10,77
APR-004523,Delta Appraisal,Manufactured,Purchase,2025-08-28 11:04:14,1,1,False,48,37.0,11,136
APR-004524,Ocean Appraisal Inc.,Townhouse,PURCHASE,2025-09-19 11:04:14,1,1,False,39,32.0,7,140
APR-004525,Delta Appraisal,Condo,Refinance,2025-08-10 11:04:14,2,1,False,900,11.0,14,75
APR-004526,Forest Appraisal,Townhouse,Purchase,2025-08-14 11:04:14,2,1,False,1158,31.0,155,131
APR-004527,Forest Appraisal,Multi-Family,Refinance,2025-09-10 11:04:14,1,0,False,187,6.0,181,68
APR-004528,Delta Appraisal,Multi-Family,Refinance,2025-07-24 11:04:14,1,0,False,27,13.0,14,75
APR-004529,Delta-Appraisal,Multi-Family,Refinance,2025-09-26 11:04:14,1,1,False,44,29.0,15,81
APR-004530,Forest Appraisal,Multi-Family,Purchase,2025-08-01 11:04:14,1,0,True,145,24.0,121,139
APR-004531,Horizon Appraisal,Multi-Family,HELOC,2025-07-20 11:04:14,2,1,False,972,22.0,205,112
APR-004532,Forest Appraisal,Manufactured,Refinance,2025-08-25 11:04:14,1,1,False,195,21.0,174,72
APR-004533,Forest Appraisal,Townhouse,Purchase,2025-08-14 11:04:14,1,0,True,162,16.0,146,151
APR-004534,Delta Appraisal,Condo,HELOC,2025-10-08 11:04:14,1,0,False,32,23.0,9,107
APR-004535,Delta Appraisal,Single Family,Purchase,2025-09-26 11:04:14,1,1,False,58,45.0,13,150
APR-004536,River Appraisal,Multi-Family,Refinance,2025-08-30 11:04:14,2,1,False,738,6.0,7,63
APR-004537,Ocean Appraisal,Manufactured,HELOC,2025-10-13 11:04:14,2,1,False,462,24.0,6,109
APR-004538,Delta Review,Manufactured,Purchase,2025-07-20 11:04:14,1,1,False,53,44.0,9,173
APR-004539,Forest Appraisal,Manufactured,purchase,2025-08-31 11:04:14,1,0,True,146,20.0,126,131
APR-004540,Forest Appraisal,Single Family,Purchase,2025-08-20 11:04:14,1,0,False,152,20.0,132,1278
APR-004541,Delta Appraisal,Townhouse,Purchase,2025-09-03 11:04:14,2,1,False,792,30.0,13,138
APR-004542,Horizon Appraisal,Single Family,Refinance,2025-08-13 11:04:14,1,0,True,209,10.0,199,72
APR-004543,Delta Appraisal,Single Family,Purchase ,2025-09-09 11:04:14,1,1,False,56,47.0,9,146
APR-004544,Forest Appraisal,Townhouse,Refinance,2025-09-22 11:04:14,1,0,True,212,,204,71
APR-004545,Delta Appraisal,Townhouse,Purchase,2025-08-01 11:04:14,1,1,False,50,35.0,15,137
APR-004546,Forest Appraisal,Manufactured,Refinance,2025-09-06 11:04:14,1,0,False,214,11.0,203,68
APR-004547,Forest Appraisal,Manufactured,Purchase,2025-08-25 11:04:14,1,1,True,198,26.0,172,123
APR-004548,River Appraisal,Single Family,Purchase,2025-07-22 11:04:14,4,1,False,354,23.0,6,120
APR-004549,Forest Appraisal,Single Family,Purchase,2025-08-14 11:04:14,2,1,False,648,20.0,144,134
APR-004550,Ocean Appraisal,Multi-Family,Refinance,2025-09-20 11:04:14,1,0,True,15,6.0,9,57
APR-004551,Delta Appraisal,Single Family,Purchase ,2025-09-04 11:04:14,2,1,False,1170,35.0,14,0
APR-004552,Ocean Appraisal,Manufactured,Purchase,2025-09-04 11:04:14,3,1,False,1254,36.0,11,147
APR-004553,Forest Appraisal,Condo,Purchase,2025-10-10 11:04:14,1,0,False,141,20.0,121,134
APR-004554,Delta Appraisal,Single Family,Purchase,2025-07-20 11:04:14,2,1,False,1086,26.0,12,128
APR-004555,Ocean Appraisal,Manufactured,Refinance,2025-07-24 11:04:14,2,1,False,792,10.0,10,79
APR-004556,River Appraisal,Manufactured,Purchase,2025-10-05 11:04:14,1,1,True,16,12.0,4,113
APR-004557,"Ocean Appraisal, Inc.",Single Family,Refinance,2025-08-27 11:04:14,1,0,False,26,15.0,11,91
APR-004558,Horizon Appraisal,Manufactured,Purchase,2025-08-08 11:04:14,1,1,True,234,22.0,212,118
APR-004559,Forest Appraisal,Multi-Family,Refinance,2025-09-11 11:04:14,1,0,False,208,15.0,193,89
APR-004560,Forest Appraisal,Condo,Purchase,2025-09-02 11:04:14,1,1,False,237,28.0,209,136
APR-004561,River Appraisal Inc.,Multi-Family,Purchase,2025-09-18 11:04:14,3,1,False,240,17.0,6,154
APR-004562,Horizon Appraisal,Condo,Refinance,2025-09-05 11:04:14,1,1,True,200,17.0,183,74
APR-004563,Ocean Appraisal,Condo,Refinance,2025-09-12 11:04:14,1,0,False,24,14.0,10,76
APR-004564,Horizon Appraisal,Condo,Refinance,2025-09-07 11:04:14,1,0,False,212,7.0,205,52
APR-004565,Delta Appraisal,Manufactured,Purchase,2025-07-19 11:04:14,1,1,False,54,40.0,14,150
APR-004566,Ocean Appraisal,Multi-Family,Refinance,2025-09-17 11:04:14,1,0,True,16,9.0,7,65
APR-004567,Horizon Appraisal,Manufactured,HELOC,2025-08-06 11:04:14,2,1,False,666,15.0,128,102
APR-004568,Delta Appraisal,Single Family,Purchase,2025-08-19 11:04:14,4,1,False,708,35.0,14,165
APR-004569,Horizon Appraisal,Manufactured,HELOC,2025-10-11 11:04:14,1,0,False,217,11.0,206,103
APR-004570,River Appraisal,Condo,Purchase,2025-08-10 11:04:14,1,1,False,22,17.0,5,109
APR-004571,Forest Appraisal,Condo,Purchase,2025-07-28 11:04:14,1,0,True,162,22.0,140,124
APR-004572,River Appraisal,Condo,purchase,2025-08-07 11:04:14,2,1,False,1008,16.0,5,140
APR-004573,River Appraisal,Single Family,HELOC,2025-09-06 11:04:14,1,0,False,15,8.0,7,122
APR-004574,Horizon Appraisal,Multi-Family,Refinance,2025-07-27 11:04:14,2,1,False,630,10.0,142,67
APR-004575,Ocean Appraisal,Single Family,Purchase,2025-08-07 11:04:14,1,1,True,37,28.0,9,111
APR-004576,Ocean Appraisal,Multi-Family,Refinance,2025-07-17 11:04:14,1,0,False,24,15.0,9,74
APR-004577,Ocean Appraisal,Condo,Purchase,2025-09-09 11:04:14,1,0,True,16,10.0,6,99
APR-004578,Delta Appraisal,Condo,HELOC,2025-08-26 11:04:14,1,1,False,43,31.0,12,118
APR-004579,Horizon Appraisal,Townhouse,Refinance,2025-09-28 11:04:14,2,1,True,1620,6.0,160,58
APR-004580,Horizon Appraisal,Multi-Family,Purchase,2025-08-13 11:04:14,2,1,True,444,17.0,170,100
APR-004581,Ocean Appraisal,Townhouse,Refinance,2025-09-24 11:04:14,2,1,False,480,16.0,6,75
APR-004582,River Appraisal,Condo,Purchase,2025-07-23 11:04:14,2,1,False,912,17.0,4,121
APR-004583,Delta Review,Multi-Family,Purchase,2025-08-04 11:04:14,1,1,False,52,38.0,14,152
APR-004584,River-Appraisal,Multi-Family,Purchase,2025-07-29 11:04:14,1,1,False,30,23.0,7,117
APR-004585,River Appraisal,Condo,Purchase,2025-07-23 11:04:14,1,0,True,16,12.0,4,127
APR-004586,Horizon Appraisal,Single Family,Purchase,2025-08-18 11:04:14,1,1,False,220,23.0,197,107
APR-004587,Horizon Appraisal,Condo,Refinance,2025-07-30 11:04:14,2,1,True,983,11.0,171,59
APR-004588,Horizon Appraisal,Manufactured,Refinance,2025-09-18 11:04:14,1,0,False,136,7.0,129,65
APR-004589,Forest Appraisal,Single Family,HELOC,2025-07-26 11:04:14,1,1,True,211,25.0,186,111
APR-004590,Forest Appraisal,Manufactured,Refinance,2025-09-17 11:04:14,2,1,False,612,13.0,161,59
APR-004591,Delta Appraisal,Condo,Refinance,2025-07-30 11:04:14,3,1,False,1146,23.0,12,81
APR-004592,River Appraisal,Condo,Purchase,2025-09-08 11:04:14,1,1,False,24,17.0,7,1342
APR-004593,Delta Appraisal,Manufactured,Purchase,2025-09-17 11:04:14,2,1,False,654,34.0,13,139
APR-004594,Horizon Appraisal,Condo,Purchase,2025-09-09 11:04:14,1,1,True,167,22.0,145,130
APR-004595,Delta Appraisal,Manufactured,Purchase,2025-07-31 11:04:14,2,1,False,780,34.0,15,144
APR-004596,Forest Appraisal,Multi-Family,Purchase,2025-08-26 11:04:14,2,1,True,474,19.0,123,132
APR-004597,Ocean Appraisal,Multi-Family,Refinance,2025-09-28 11:04:14,1,0,True,22,16.0,6,69
APR-004598,Ocean Appraisal,Manufactured,Refinance,2025-10-14 11:04:14,1,0,True,36,25.0,11,74
APR-004599,Delta Appraisal,Multi-Family,Refinance,2025-09-09 11:04:14,1,0,False,26,13.0,13,66
APR-004600,Ocean Appraisal,Single Family,Refinance,2025-10-14 11:04:14,2,1,False,558,12.0,9,61
APR-004601,Horizon Appraisal,Condo,Refinance,2025-09-18 11:04:14,1,0,False,149,5.0,144,64
APR-004602,Horizon Appraisal,Single Family,Refinance,2025-08-04 11:04:14,2,1,True,324,9.0,192,54
APR-004603,River Appraisal,Manufactured,Purchase,2025-09-03 11:04:14,1,1,False,30,23.0,7,132
APR-004604,Forest Appraisal,Condo,Purchase,2025-08-07 11:04:14,2,1,True,1986,27.0,136,128
APR-004605,Forest Appraisal,Condo,Refinance,2025-08-27 11:04:14,1,1,False,254,18.0,236,60
APR-004606,Ocean Appraisal,Townhouse,HELOC,2025-10-11 11:04:14,2,1,True,372,23.0,7,101
APR-004607,Ocean Appraisal LLC,Multi-Family,Refinance,2025-09-24 11:04:14,1,0,False,24,13.0,11,75
APR-004608,Ocean Appraisal,Manufactured,Refinance,2025-09-06 11:04:14,1,0,True,23,12.0,11,66
APR-004609,Forest Appraisal Co.,Condo,Refinance,2025-09-21 11:04:14,2,1,False,756,16.0,130,58
APR-004610,Ocean Appraisal,Townhouse,HELOC,2025-08-03 11:04:14,1,0,False,23,12.0,11,91
APR-004611,Delta Appraisal,Manufactured,Purchase,2025-09-13 11:04:14,1,1,False,52,40.0,12,156
APR-004612,Ocean Appraisal,Townhouse,Refinance,2025-09-23 11:04:14,1,0,True,24,13.0,11,66
APR-004613,Forest Appraisal,Manufactured,Purchase,2025-10-02 11:04:14,1,1,True,159,30.0,129,133
APR-004614,River Appraisal,Condo,Purchase,2025-07-19 11:04:14,1,1,False,19,14.0,5,120
APR-004615,Forest Appraisal,Townhouse,Refinance,2025-07-21 11:04:14,2,1,True,858,22.0,192,80
APR-004616,Ocean Appraisal,Condo,HELOC,2025-10-13 11:04:14,2,1,False,810,27.0,7,110
APR-004617,Delta Appraisal,Townhouse,Purchase,2025-10-01 11:04:14,2,1,False,1002,40.0,9,138
APR-004618,Delta Appraisal,Condo,HELOC,2025-10-07 11:04:14,4,1,True,2412,40.0,10,110
APR-004619,River Appraisal,Manufactured,Refinance,2025-08-29 11:04:14,2,1,False,720,6.0,6,84
APR-004620,Delta Appraisal,Single Family,Refinance,2025-07-25 11:04:14,1,0,False,27,14.0,13,73
APR-004621,River Appraisal,Manufactured,Purchase,2025-10-05 11:04:14,2,1,False,1770,13.0,6,125
